K,race,sex,LSAT,c_LSAT,UGPA,c_UGPA,ZFYA
0.2574419951224321,Asian,1,1.554465197073459,1.3544651970734591,0.7772325985367297,0.4772325985367297,1.128720997561216
0.7452278808310727,Amerindian,2,1.7471367284986437,1.947136728498644,0.7235683642493218,1.0235683642493218,1.2726139404155363
0.3368785451388721,Puertorican,1,1.6021271270833233,1.402127127083323,0.9010635635416616,0.6010635635416617,1.068439272569436
0.4688929855087839,Amerindian,1,1.7813357913052703,1.5813357913052704,0.9406678956526352,0.6406678956526352,1.534446492754392
0.6664073046949189,Hispanic,1,1.9998443828169516,1.7998443828169517,1.1999221914084757,0.8999221914084757,1.8332036523474595
0.1567694373350022,Other,2,1.3940616624010014,1.5940616624010016,0.4470308312005007,0.7470308312005006,0.778384718667501
0.6415363642455536,Hispanic,1,1.984921818547332,1.7849218185473323,1.1924609092736662,0.8924609092736662,1.8207681821227768
0.2354501456269431,Amerindian,1,1.641270087376166,1.441270087376166,0.8706350436880829,0.5706350436880829,1.4177250728134716
0.2401266204515199,Mexican,2,1.6440759722709115,1.844075972270912,1.072037986135456,1.372037986135456,0.7200633102257601
0.5971553059903019,Black,2,1.358293183594181,1.5582931835941811,0.7791465917970906,1.0791465917970906,1.298577652995151
0.9302959407264292,White,1,2.3581775644358576,2.1581775644358574,1.2790887822179289,0.9790887822179288,1.8651479703632143
0.1430619527234023,Amerindian,1,1.5858371716340416,1.3858371716340414,0.8429185858170207,0.5429185858170207,1.3715309763617012
0.1984101011935627,Asian,1,1.5190460607161378,1.3190460607161376,0.7595230303580688,0.4595230303580688,1.0992050505967814
0.5007349061441984,White,2,1.9004409436865188,2.100440943686519,0.8502204718432596,1.1502204718432596,1.2503674530720992
0.2744126316356817,Hispanic,1,1.7646475789814091,1.5646475789814092,1.0823237894907043,0.7823237894907047,1.637206315817841
0.5929594554972878,White,2,1.9557756732983724,2.155775673298373,0.8778878366491865,1.1778878366491865,1.296479727748644
0.5110902011564186,Black,1,1.506654120693851,1.3066541206938511,1.0533270603469256,0.7533270603469255,1.6555451005782091
0.186122244528756,Amerindian,1,1.6116733467172537,1.4116733467172535,0.8558366733586268,0.5558366733586269,1.393061122264378
